name,website,street,phone,email,appfee,web,listing,typed,neighborhoods
206 East 87th Street,https://www.nybits.com/apartments/206_east_87th_st.html,"
206 East 87th Street,

New York, NY 10128","
212-835-2400 
",,,,,Building,"
Upper East Side / Yorkville"
Lenox Terrace I: 10 West 135th,https://www.nybits.com/apartments/10_west_135th_st.html,"
10 West 135th Street,

New York, NY 10037","
212-835-2400 
",,,,,Building,"
Central Harlem"
Lenox Terrace II: 2186 Fifth Ave,https://www.nybits.com/apartments/2186_fifth_ave.html,"
2186 Fifth Avenue,

New York, NY 10037","
212-835-2400 
",,,,,Building,"
Central Harlem"
Lenox Terrace III: 25 West 132nd,https://www.nybits.com/apartments/25_west_132.html,"
25 West 132nd Street,

New York, NY 10037","
212-835-2400 
",,,,,Building,"
Central Harlem"
Lenox Terrace IV: 40 West 135th,https://www.nybits.com/apartments/40_west_135th_st.html,"
40 West 135th Street,

New York, NY 10037","
212-835-2400 
",,,,,Building,"
Central Harlem"
Lenox Terrace IV: 470 Lenox,https://www.nybits.com/apartments/470_lenox_ave.html,"
470 Lenox Avenue,

New York, NY 10037","
212-835-2400 
",,,,,Building,"
Central Harlem"
Lenox Terrace VI: 45 West 132nd,https://www.nybits.com/apartments/45_west_132.html,"
45 West 132nd Street,

New York, NY 10037","
212-835-2400 
",,,,,Building,"
Central Harlem"
200 East 87th Street,https://www.nybits.com/apartments/200_east_87.html,"
200 East 87th Street,

New York, NY 10128","
212-835-2400 
",,,,,Building,"
Upper East Side / Yorkville"
Le Triomphe,https://www.nybits.com/apartments/le_triomphe.html,"
245 East 58th Street,

New York, NY 10022","
212-835-2400 
",,,,,Building,"
Midtown East / Sutton Place"
Winston Churchill,https://www.nybits.com/apartments/2500_johnson_ave.html,"
2500 Johnson Avenue,

Bronx, NY 10463","
212-835-2400 
",,,,,Building,"
Riverdale"
Manor Towers,https://www.nybits.com/apartments/3671_hudson_manor_terrace.html,"
3671 Hudson Manor Terrace,

Bronx, NY 10463","
212-835-2400 
",,,,,Building,"
Riverdale"
The Century,https://www.nybits.com/apartments/the_century.html,"
2600 Netherland Avenue,

Bronx, NY 10463","
212-835-2400 
",,,,,Building,"
Riverdale"
The Plaza,https://www.nybits.com/apartments/1500_palisade_ave_flnj.html,"
1500 Palisade Avenue,

Fort Lee, NJ 07024","
212-835-2400 
",,,,,Building,"
Fort Lee"
The Colony,https://www.nybits.com/apartments/1530_palisade_ave_flnj.html,"
1530 Palisade Avenue,

Fort Lee, NJ 07024","
212-835-2400 
",,,,,Building,"
Fort Lee"
5 Jones Street,https://www.nybits.com/apartments/5_jones_st.html,"
5 Jones Street,

New York, NY 10014","
212.219.8533 
212-219-3990 
",,,,,Building,"
Central Village"
188 Sixth Avenue,https://www.nybits.com/apartments/188_sixth_ave.html,"
188 Sixth Avenue,

New York, NY 10013","
212.219.8533 
212-219-3990 
",,,,,Building,"
SoHo"
300 West 12th Street,https://www.nybits.com/apartments/300_west_12th_st.html,"
300 West 12th Street,

New York, NY 10014","
212.219.8533 
212-219-3990 
",,,,,Building,"
West Village"
227 Waverly Place,https://www.nybits.com/apartments/227_waverly_place.html,"
227 Waverly Place,

New York, NY 10014","
212.219.8533 
212-219-3990 
",,,,,Building,"
West Village"
82 Washington Place,https://www.nybits.com/apartments/82_washington_place.html,"
82 Washington Place,

New York, NY 10011","
212.219.8533 
212-219-3990 
",,,,,Building,"
Central Village"
190 Sixth Avenue,https://www.nybits.com/apartments/190_sixth_ave.html,"
190 Sixth Avenue,

New York, NY 10013","
212.219.8533 
212-219-3990 
",,,,,Building,"
SoHo"
192 Sixth Avenue,https://www.nybits.com/apartments/192_sixth_ave.html,"
192 Sixth Avenue,

New York, NY 10013","
212.219.8533 
212-219-3990 
",,,,,Building,"
SoHo"
236 West 15th Street,https://www.nybits.com/apartments/236_west_15th_st.html,"
236 West 15th Street,

New York, NY 10011","
212.219.8533 
212-219-3990 
",,,,,Building,"
Chelsea"
75 Thompson Street,https://www.nybits.com/apartments/75_thomspon.html,"
75 Thompson Street,

New York, NY 10012","
212.219.8533 
212-219-3990 
",,,,,Building,"
SoHo"
240 West 15th Street,https://www.nybits.com/apartments/240_west_15th_st.html,"
240 West 15th Street,

New York, NY 10011","
212.219.8533 
212-219-3990 
",,,,,Building,"
Chelsea"
Parkchester: 1920 McGraw,https://www.nybits.com/apartments/1920_mcgraw_ave_bx.html,"
1920 McGraw Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1314 Virginia Ave,https://www.nybits.com/apartments/1314_virginia_ave_bx.html,"
1314 Virginia Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1500 Archer Rd,https://www.nybits.com/apartments/1500_archer_rd_bx.html,"
1500 Archer Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1505 Archer Rd,https://www.nybits.com/apartments/1505_archer_rd_bx.html,"
1505 Archer Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1510 Archer Rd,https://www.nybits.com/apartments/1510_archer_rd_bx.html,"
1510 Archer Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1520 Archer Rd,https://www.nybits.com/apartments/1520_archer_rd_bx.html,"
1520 Archer Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1530 Archer Rd,https://www.nybits.com/apartments/1530_archer_rd_bx.html,"
1530 Archer Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1545 Archer Rd,https://www.nybits.com/apartments/1545_archer_rd_bx.html,"
1545 Archer Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1919 McGraw Ave,https://www.nybits.com/apartments/1919_mcgraw_ave_bx.html,"
1919 McGraw Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1409 Metropolitan Ave,https://www.nybits.com/apartments/1409_metropolitan_ave_bx.html,"
1409 Metropolitan Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 63 Metropolitan Oval,https://www.nybits.com/apartments/63_metropolitan_oval_bx.html,"
63 Metropolitan Oval,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 81 Metropolitan Oval,https://www.nybits.com/apartments/81_metropolitan_oval_bx.html,"
81 Metropolitan Oval,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 89 Metropolitan Oval,https://www.nybits.com/apartments/89_metropolitan_oval_bx.html,"
89 Metropolitan Oval,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 99 Metropolitan Oval,https://www.nybits.com/apartments/99_metropolitan_oval_bx.html,"
99 Metropolitan Oval,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1561 Unionport Rd,https://www.nybits.com/apartments/1561_unionport_rd_bx.html,"
1561 Unionport Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1563 Unionport Rd,https://www.nybits.com/apartments/1563_unionport_rd_bx.html,"
1563 Unionport Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1575 Unionport Rd,https://www.nybits.com/apartments/1575_unionport_rd_bx.html,"
1575 Unionport Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1585 Unionport Rd,https://www.nybits.com/apartments/1585_unionport_rd_bx.html,"
1585 Unionport Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1589 Unionport Rd,https://www.nybits.com/apartments/1589_unionport_rd_bx.html,"
1589 Unionport Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1595 Unionport Rd,https://www.nybits.com/apartments/1595_unionport_rd_bx.html,"
1595 Unionport Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1370 Virginia Ave,https://www.nybits.com/apartments/1370_virginia_ave_bx.html,"
1370 Virginia Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1380 Virginia Ave,https://www.nybits.com/apartments/1380_virginia_ave_bx.html,"
1380 Virginia Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1491 West Ave,https://www.nybits.com/apartments/1491_west_ave_bx.html,"
1491 West Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1410 Wood Rd,https://www.nybits.com/apartments/1410_wood_rd_bx.html,"
1410 Wood Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1420 Wood Rd,https://www.nybits.com/apartments/1420_wood_rd_bx.html,"
1420 Wood Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1439 Wood Rd,https://www.nybits.com/apartments/1439_wood_rd_bx.html,"
1439 Wood Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1440 Wood Rd,https://www.nybits.com/apartments/1440_wood_rd_bx.html,"
1440 Wood Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1469 West Ave,https://www.nybits.com/apartments/1469_west_ave_bx.html,"
1469 West Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1470 West Ave,https://www.nybits.com/apartments/1470_west_ave_bx.html,"
1470 West Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1410 East Ave,https://www.nybits.com/apartments/1410_east_ave_bx.html,"
1410 East Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1439 East Ave,https://www.nybits.com/apartments/1439_east_ave_bx.html,"
1439 East Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1469 East Ave,https://www.nybits.com/apartments/1469_east_ave_bx.html,"
1469 East Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1470 East Ave,https://www.nybits.com/apartments/1470_east_ave_bx.html,"
1470 East Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1925 McGraw Ave,https://www.nybits.com/apartments/1925_mcgraw_ave_bx.html,"
1925 McGraw Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1935 McGraw Ave,https://www.nybits.com/apartments/1935_mcgraw_ave_bx.html,"
1935 McGraw Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1945 McGraw Ave,https://www.nybits.com/apartments/1945_mcgraw_ave_bx.html,"
1945 McGraw Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1949 McGraw Ave,https://www.nybits.com/apartments/1949_mcgraw_ave_bx.html,"
1949 McGraw Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1959 McGraw Ave,https://www.nybits.com/apartments/1959_mcgraw_ave_bx.html,"
1959 McGraw Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1969 McGraw Ave,https://www.nybits.com/apartments/1969_mcgraw_ave_bx.html,"
1969 McGraw Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 2001 McGraw Ave,https://www.nybits.com/apartments/2001_mcgraw_ave_bx.html,"
2001 McGraw Avenue,

Bronx, NY ","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 2049 McGraw Ave,https://www.nybits.com/apartments/2049_mcgraw_ave_bx.html,"
2049 McGraw Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 2053 McGraw Ave,https://www.nybits.com/apartments/2053_mcgraw_ave_bx.html,"
2053 McGraw Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 2055 McGraw Ave,https://www.nybits.com/apartments/2055_mcgraw_ave_bx.html,"
2055 McGraw Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 2059 McGraw Ave,https://www.nybits.com/apartments/2059_mcgraw_ave_bx.html,"
2059 McGraw Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1368 Metropolitan Ave,https://www.nybits.com/apartments/1368_metropolitan_ave_bx.html,"
1368 Metropolitan Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1410 Metropolitan Ave,https://www.nybits.com/apartments/1410_metropolitan_ave_bx.html,"
1410 Metropolitan Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1490 Metropolitan Ave,https://www.nybits.com/apartments/1490_metropolitan_ave_bx.html,"
1490 Metropolitan Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 40 Metropolitan Oval,https://www.nybits.com/apartments/40_metropolitan_oval_bx.html,"
40 Metropolitan Oval,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 44 Metropolitan Oval,https://www.nybits.com/apartments/44_metropolitan_oval_bx.html,"
44 Metropolitan Oval,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1410 Parkchester Road,https://www.nybits.com/apartments/1410_parkchester_bx.html,"
1410 Parkchester Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1430 Parkchester Road,https://www.nybits.com/apartments/1430_parkchester_bx.html,"
1430 Parkchester Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1470 Parkchester Road,https://www.nybits.com/apartments/1470_parkchester_bx.html,"
1470 Parkchester Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1480 Parkchester Road,https://www.nybits.com/apartments/1480_parkchester_bx.html,"
1480 Parkchester Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 34 Metropolitan Oval,https://www.nybits.com/apartments/34_metropolitan_oval_bx.html,"
34 Metropolitan Oval,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 36 Metropolitan Oval,https://www.nybits.com/apartments/36_metropolitan_oval_bx.html,"
36 Metropolitan Oval,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1420 Parkchester Rd,https://www.nybits.com/apartments/1420_parkchester_rd_bx.html,"
1420 Parkchester Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1460 Parkchester Rd,https://www.nybits.com/apartments/1460_parkchester_rd_bx.html,"
1460 Parkchester Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1521 Unionport Rd,https://www.nybits.com/apartments/1521_unionport_rd_bx.html,"
1521 Unionport Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1523 Unionport Rd,https://www.nybits.com/apartments/1523_unionport_rd_bx.html,"
1523 Unionport Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1525 Unionport Rd,https://www.nybits.com/apartments/1525_unionport_rd_bx.html,"
1525 Unionport Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1545 Unionport Rd,https://www.nybits.com/apartments/1545_unionport_rd_bx.html,"
1545 Unionport Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1551 Unionport Rd,https://www.nybits.com/apartments/1551_unionport_rd_bx.html,"
1551 Unionport Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1553 Unionport Rd,https://www.nybits.com/apartments/1553_unionport_rd_bx.html,"
1553 Unionport Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1555 Unionport Rd,https://www.nybits.com/apartments/1555_unionport_rd_bx.html,"
1555 Unionport Road,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1504 Metropolitan Ave,https://www.nybits.com/apartments/1504_metropolitan_oval.html,"
1504 Metropolitan Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1514 Metropolitan Ave,https://www.nybits.com/apartments/1514_metropolitan_oval.html,"
1514 Metropolitan Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
Parkchester: 1530 Metropolitan Ave,https://www.nybits.com/apartments/1530_metropolitan_oval.html,"
1530 Metropolitan Avenue,

Bronx, NY 10462","
917-634-5234 
",,,"
www.parkchesternyc.com
",,Building,"
Parkchester"
